,Wave,Age,Gender,Location,MajorCategory,Category,Channel,Budget,InteractionType,TotalSales
363,4,E,F,Tier 5,Skincare,Lotions,Mobile,100000,Basket Add,750000
364,4,E,F,Tier 1,Makeup,Lotions,Social Media,200000,Basket Add,200000
365,4,C,F,Tier 3,Makeup,Serums,Mobile,25000,Click,750000
366,4,F,M,Tier 1,Skincare,Lotions,Social Media,100000,View,100000
367,4,E,F,Tier 5,Makeup,Serums,Mobile,375000,Purchase,200000
368,4,D,M,Tier 5,Makeup,Serums,Social Media,200000,Basket Add,750000
369,4,E,M,Tier 2,Skincare,Lipstick,Mobile,25000,Basket Add,375000
370,4,A,F,Tier 4,Skincare,Lotions,Online,100000,View,375000
371,4,C,M,Tier 5,Skincare,Foundation,Online,25000,Purchase,200000
372,4,C,M,Tier 4,Makeup,Serums,Social Media,25000,Click,100000
373,4,D,F,Tier 5,Skincare,Serums,Online,25000,View,750000
374,4,A,M,Tier 5,Makeup,Foundation,Online,375000,Basket Add,200000
375,4,E,M,Tier 5,Makeup,Lotions,Social Media,200000,View,375000
376,4,E,F,Tier 5,Makeup,Foundation,B&M,100000,Purchase,100000
377,4,A,M,Tier 1,Makeup,Foundation,B&M,25000,Click,200000
378,4,A,F,Tier 4,Skincare,Lotions,Social Media,750000,Basket Add,200000
379,4,E,M,Tier 1,Makeup,Lipstick,B&M,750000,View,750000
380,4,A,F,Tier 3,Skincare,Foundation,Social Media,25000,Basket Add,100000
381,4,E,F,Tier 4,Skincare,Serums,Mobile,25000,Purchase,100000
382,4,B,M,Tier 2,Skincare,Foundation,Social Media,25000,Purchase,200000
383,4,F,M,Tier 5,Skincare,Lipstick,B&M,25000,Click,100000
384,4,B,M,Tier 4,Skincare,Lotions,Social Media,25000,View,375000
385,4,A,M,Tier 1,Skincare,Lotions,B&M,375000,View,375000
386,4,B,M,Tier 3,Makeup,Serums,Mobile,200000,Click,200000
387,4,F,M,Tier 4,Makeup,Serums,B&M,25000,View,25000
388,4,B,F,Tier 4,Skincare,Foundation,B&M,750000,Click,200000
389,4,E,F,Tier 2,Skincare,Foundation,Social Media,200000,Basket Add,750000
390,4,F,M,Tier 2,Skincare,Lipstick,Mobile,750000,View,750000
391,4,B,M,Tier 1,Makeup,Serums,Social Media,375000,Click,375000
392,4,D,M,Tier 2,Makeup,Serums,Mobile,375000,View,25000
393,4,A,M,Tier 2,Skincare,Foundation,B&M,25000,Purchase,200000
394,4,A,M,Tier 4,Makeup,Lotions,B&M,200000,Basket Add,25000
395,4,D,M,Tier 1,Makeup,Foundation,Online,200000,View,750000
396,4,B,M,Tier 2,Makeup,Serums,Mobile,200000,View,100000
397,4,A,M,Tier 3,Makeup,Foundation,Mobile,750000,Basket Add,200000
398,4,D,F,Tier 4,Skincare,Foundation,Social Media,25000,Purchase,375000
399,4,B,M,Tier 2,Makeup,Serums,Social Media,750000,Click,750000
400,5,B,F,Tier 2,Skincare,Foundation,Social Media,100000,Purchase,25000
401,5,C,M,Tier 5,Skincare,Lotions,Social Media,375000,View,200000
402,5,C,F,Tier 4,Makeup,Lipstick,Online,375000,Basket Add,25000
403,5,E,F,Tier 3,Skincare,Lotions,Social Media,375000,Purchase,375000
404,5,C,F,Tier 3,Skincare,Lipstick,Online,25000,Basket Add,200000
405,5,A,F,Tier 1,Skincare,Foundation,Social Media,375000,Basket Add,100000
406,5,F,M,Tier 3,Makeup,Lipstick,B&M,200000,View,375000
407,5,C,F,Tier 3,Skincare,Lotions,Online,375000,Purchase,375000
408,5,F,F,Tier 5,Skincare,Lipstick,Social Media,750000,Basket Add,750000
409,5,D,F,Tier 2,Makeup,Lotions,Mobile,750000,Click,25000
410,5,C,F,Tier 4,Skincare,Lotions,Social Media,25000,Purchase,200000
411,5,A,M,Tier 5,Skincare,Lotions,B&M,200000,Basket Add,750000
412,5,A,M,Tier 4,Makeup,Serums,Social Media,750000,Basket Add,25000
413,5,D,F,Tier 4,Skincare,Foundation,Mobile,25000,Click,25000
414,5,B,F,Tier 3,Skincare,Lotions,Online,375000,Basket Add,100000
415,5,C,M,Tier 2,Skincare,Lotions,Online,200000,View,200000
416,5,A,M,Tier 2,Makeup,Foundation,B&M,200000,View,25000
417,5,F,F,Tier 3,Makeup,Lotions,Online,25000,Purchase,375000
418,5,B,M,Tier 5,Skincare,Foundation,B&M,200000,Basket Add,200000
419,5,B,M,Tier 4,Skincare,Serums,Social Media,200000,Basket Add,200000
420,5,A,F,Tier 3,Skincare,Lotions,Mobile,200000,Purchase,375000
421,5,E,M,Tier 2,Makeup,Lipstick,Social Media,25000,Purchase,750000
422,5,E,F,Tier 3,Makeup,Serums,Online,375000,Click,375000
423,5,B,M,Tier 3,Makeup,Lotions,Mobile,200000,Basket Add,375000
424,5,F,F,Tier 2,Skincare,Lotions,Mobile,25000,View,200000
425,5,A,M,Tier 3,Skincare,Lotions,Mobile,750000,View,200000
426,5,B,F,Tier 5,Makeup,Lotions,Social Media,200000,Purchase,25000
427,5,B,F,Tier 2,Skincare,Foundation,B&M,200000,Purchase,100000
428,5,B,M,Tier 5,Skincare,Foundation,B&M,25000,View,25000
429,5,D,M,Tier 1,Skincare,Lipstick,Mobile,100000,Click,25000
430,5,C,M,Tier 5,Skincare,Serums,Online,750000,Basket Add,100000
431,5,D,M,Tier 1,Skincare,Foundation,Online,100000,Basket Add,25000
432,5,B,M,Tier 3,Makeup,Lipstick,Social Media,200000,View,25000
433,5,A,M,Tier 3,Makeup,Lipstick,Social Media,200000,Purchase,750000
434,5,D,M,Tier 1,Skincare,Lipstick,Mobile,375000,Click,25000
435,5,A,F,Tier 1,Skincare,Lotions,Social Media,100000,View,750000
436,5,E,F,Tier 3,Skincare,Lipstick,Social Media,25000,Click,375000
437,5,E,M,Tier 3,Makeup,Foundation,Mobile,375000,Basket Add,375000
438,5,F,F,Tier 1,Skincare,Lotions,Social Media,375000,Basket Add,100000
439,5,B,M,Tier 2,Makeup,Lipstick,Social Media,200000,Basket Add,375000
440,5,A,M,Tier 3,Makeup,Serums,B&M,200000,View,750000
441,5,F,F,Tier 2,Makeup,Foundation,Online,25000,Click,375000
442,5,B,M,Tier 1,Skincare,Lotions,Social Media,375000,Basket Add,375000
443,5,A,F,Tier 5,Makeup,Foundation,B&M,25000,Click,200000
444,5,B,F,Tier 4,Skincare,Lotions,Online,375000,Basket Add,200000
445,5,C,F,Tier 4,Makeup,Foundation,B&M,375000,View,25000
446,5,F,M,Tier 3,Skincare,Foundation,Mobile,200000,Purchase,375000
447,5,F,M,Tier 5,Makeup,Lipstick,Online,25000,Basket Add,375000
448,5,C,M,Tier 5,Skincare,Lipstick,Social Media,25000,Click,200000
449,5,E,M,Tier 3,Makeup,Lipstick,B&M,100000,Click,25000
450,5,F,M,Tier 1,Skincare,Lipstick,B&M,100000,View,375000
451,5,F,F,Tier 4,Skincare,Foundation,B&M,375000,Basket Add,375000
452,5,C,M,Tier 2,Skincare,Lotions,B&M,750000,Basket Add,25000
453,5,B,F,Tier 5,Makeup,Foundation,B&M,25000,Basket Add,25000
454,5,A,F,Tier 3,Makeup,Serums,Mobile,100000,Purchase,750000
455,5,A,F,Tier 2,Skincare,Serums,Social Media,750000,View,25000
456,5,A,F,Tier 3,Makeup,Lotions,Online,25000,Purchase,375000
457,5,E,M,Tier 4,Skincare,Foundation,Online,200000,Basket Add,750000
458,5,A,M,Tier 4,Makeup,Serums,Online,750000,View,750000
459,5,F,F,Tier 3,Skincare,Lotions,B&M,750000,Purchase,375000
460,5,B,M,Tier 4,Skincare,Lipstick,Mobile,25000,Purchase,750000
461,5,F,F,Tier 4,Skincare,Serums,Social Media,25000,View,375000
462,5,F,M,Tier 2,Makeup,Lipstick,Social Media,750000,Purchase,750000
463,5,F,M,Tier 1,Skincare,Serums,B&M,375000,Click,200000
464,5,E,M,Tier 1,Skincare,Lotions,Mobile,25000,Basket Add,375000
465,5,B,F,Tier 5,Skincare,Foundation,Social Media,375000,View,750000
466,5,D,M,Tier 1,Makeup,Serums,Social Media,375000,Basket Add,750000
467,5,C,M,Tier 5,Skincare,Lipstick,Mobile,750000,View,375000
468,5,E,M,Tier 1,Makeup,Serums,Mobile,200000,Purchase,200000
469,5,B,M,Tier 3,Makeup,Foundation,Online,200000,View,750000
470,5,D,F,Tier 5,Makeup,Serums,Social Media,375000,Basket Add,25000
471,5,C,M,Tier 3,Skincare,Lotions,Social Media,375000,Purchase,25000
472,5,C,F,Tier 1,Makeup,Lipstick,Social Media,375000,Click,200000
473,5,C,F,Tier 3,Skincare,Foundation,Online,100000,View,375000
474,5,E,F,Tier 3,Skincare,Serums,B&M,375000,Basket Add,375000
475,5,A,M,Tier 2,Skincare,Foundation,Online,375000,Purchase,750000
476,5,E,M,Tier 5,Makeup,Serums,B&M,25000,Click,750000
477,5,C,M,Tier 2,Makeup,Lipstick,Mobile,375000,Purchase,750000
478,5,E,M,Tier 2,Skincare,Foundation,B&M,750000,Click,375000
479,5,B,F,Tier 5,Skincare,Lipstick,B&M,750000,Click,100000
480,5,A,F,Tier 2,Skincare,Lipstick,Online,375000,View,100000
481,5,B,F,Tier 2,Makeup,Serums,Social Media,375000,Click,200000
482,5,A,F,Tier 3,Skincare,Lipstick,B&M,375000,Basket Add,100000
483,5,A,M,Tier 4,Skincare,Serums,B&M,200000,Basket Add,200000
484,5,F,M,Tier 2,Makeup,Serums,Online,375000,Basket Add,375000
485,5,D,F,Tier 5,Skincare,Lotions,Online,25000,Basket Add,100000
486,5,C,M,Tier 5,Makeup,Lotions,Mobile,25000,Click,25000
487,5,D,M,Tier 2,Skincare,Lotions,Online,100000,Click,200000
488,5,A,F,Tier 4,Makeup,Lipstick,B&M,100000,Click,750000
489,5,E,F,Tier 5,Makeup,Lipstick,Online,750000,Basket Add,750000
490,5,F,M,Tier 2,Skincare,Foundation,B&M,375000,Purchase,100000
491,5,E,M,Tier 5,Skincare,Lipstick,B&M,25000,Click,375000
492,5,A,M,Tier 5,Makeup,Serums,Online,100000,Click,375000
493,5,C,F,Tier 4,Skincare,Lipstick,Social Media,25000,Basket Add,750000
494,5,E,F,Tier 4,Makeup,Foundation,Mobile,100000,Click,100000
495,5,A,F,Tier 4,Skincare,Foundation,Mobile,100000,Click,100000
496,5,C,F,Tier 5,Makeup,Lotions,Social Media,375000,Click,100000
497,5,C,F,Tier 4,Makeup,Serums,Social Media,100000,Basket Add,100000
498,5,B,F,Tier 2,Skincare,Serums,Online,750000,View,375000
499,5,B,F,Tier 3,Skincare,Serums,Mobile,200000,View,100000
500,6,C,F,Tier 3,Skincare,Lipstick,Social Media,200000,Basket Add,100000
501,6,C,F,Tier 4,Skincare,Foundation,B&M,375000,Basket Add,25000
502,6,B,M,Tier 3,Skincare,Lipstick,Mobile,750000,Click,375000
503,6,F,F,Tier 3,Makeup,Lipstick,Mobile,100000,Click,200000
504,6,A,F,Tier 3,Makeup,Serums,Social Media,100000,Purchase,200000
505,6,D,M,Tier 5,Makeup,Lipstick,B&M,375000,Click,100000
506,6,A,F,Tier 5,Skincare,Foundation,B&M,375000,View,750000
507,6,E,M,Tier 2,Skincare,Lipstick,B&M,375000,Click,375000
508,6,E,F,Tier 3,Makeup,Serums,Mobile,100000,View,750000
509,6,A,F,Tier 1,Skincare,Foundation,Social Media,200000,Purchase,200000
510,6,D,F,Tier 4,Makeup,Serums,Online,100000,Click,750000
511,6,B,M,Tier 2,Skincare,Foundation,Social Media,25000,Click,750000
512,6,F,M,Tier 2,Makeup,Lotions,Mobile,25000,Click,200000
513,6,E,M,Tier 5,Skincare,Lotions,Social Media,375000,View,200000
514,6,A,M,Tier 1,Skincare,Lotions,Mobile,100000,View,375000
515,6,D,F,Tier 2,Makeup,Foundation,Social Media,100000,Click,750000
516,6,B,M,Tier 1,Makeup,Foundation,Mobile,375000,Click,750000
517,6,F,F,Tier 4,Skincare,Lipstick,Online,200000,View,750000
518,6,F,M,Tier 3,Skincare,Lipstick,Online,100000,Click,25000
519,6,B,F,Tier 2,Makeup,Serums,B&M,750000,Purchase,100000
520,6,D,M,Tier 5,Makeup,Lotions,Mobile,25000,Purchase,100000
521,6,E,M,Tier 1,Skincare,Lipstick,Mobile,750000,View,25000
522,6,A,M,Tier 1,Makeup,Foundation,B&M,750000,Click,200000
523,6,C,F,Tier 2,Skincare,Foundation,Social Media,100000,View,100000
524,6,B,F,Tier 1,Makeup,Lotions,Social Media,25000,Purchase,750000
525,6,E,M,Tier 4,Makeup,Lipstick,B&M,750000,Purchase,25000
526,6,F,M,Tier 3,Makeup,Lipstick,Social Media,100000,Purchase,100000
527,6,D,M,Tier 3,Skincare,Serums,Mobile,750000,Basket Add,750000
528,6,D,M,Tier 4,Skincare,Foundation,Online,25000,View,200000
529,6,D,F,Tier 1,Makeup,Foundation,Mobile,375000,Purchase,375000
530,6,E,M,Tier 5,Makeup,Serums,Social Media,100000,View,200000
531,6,E,M,Tier 1,Makeup,Serums,Social Media,100000,Basket Add,750000
532,6,E,F,Tier 1,Skincare,Lotions,B&M,750000,Basket Add,200000
533,6,A,M,Tier 2,Makeup,Lipstick,Online,200000,Purchase,100000
534,6,D,F,Tier 5,Skincare,Lotions,Social Media,100000,Purchase,100000
535,6,F,M,Tier 3,Makeup,Foundation,B&M,200000,Purchase,375000
536,6,D,F,Tier 1,Skincare,Lipstick,Mobile,375000,Click,200000
537,6,E,F,Tier 3,Skincare,Serums,B&M,200000,Basket Add,200000
538,6,D,M,Tier 5,Makeup,Lipstick,Online,375000,Click,25000
539,6,C,M,Tier 2,Skincare,Lipstick,Online,25000,View,25000
540,6,C,F,Tier 4,Skincare,Lipstick,Online,25000,Purchase,100000
541,6,C,F,Tier 4,Skincare,Serums,Online,375000,Basket Add,100000
542,6,E,F,Tier 5,Makeup,Lipstick,Online,375000,Basket Add,100000
543,6,F,M,Tier 1,Skincare,Lotions,Online,100000,Purchase,200000
544,6,D,F,Tier 5,Makeup,Foundation,Mobile,375000,View,750000
545,6,C,F,Tier 4,Skincare,Lotions,Social Media,25000,View,750000
546,6,F,F,Tier 1,Skincare,Lipstick,Online,25000,Purchase,375000
547,6,B,F,Tier 4,Makeup,Lipstick,Social Media,750000,Purchase,750000
548,6,D,M,Tier 1,Skincare,Lipstick,Social Media,200000,Basket Add,25000
549,6,D,M,Tier 2,Skincare,Lipstick,Online,375000,Purchase,100000
550,6,E,F,Tier 3,Skincare,Lotions,Social Media,100000,View,25000
551,6,E,F,Tier 4,Makeup,Foundation,Social Media,750000,Click,750000
552,6,F,F,Tier 1,Makeup,Lipstick,Mobile,375000,Click,25000
553,6,A,F,Tier 2,Makeup,Lipstick,Online,375000,View,375000
554,6,E,M,Tier 2,Skincare,Lipstick,Mobile,750000,Click,200000
555,6,E,M,Tier 3,Makeup,Lipstick,Social Media,25000,Basket Add,25000
556,6,D,M,Tier 3,Skincare,Serums,B&M,25000,View,100000
557,6,D,F,Tier 4,Skincare,Lipstick,B&M,100000,View,100000
558,6,B,M,Tier 3,Skincare,Foundation,Online,25000,Click,375000
559,6,C,F,Tier 4,Skincare,Serums,Social Media,375000,Purchase,200000
560,6,B,F,Tier 2,Makeup,Foundation,B&M,375000,Click,200000
561,6,D,F,Tier 3,Skincare,Serums,Social Media,100000,Click,375000
562,6,F,F,Tier 2,Makeup,Lipstick,Mobile,750000,Basket Add,25000
563,6,D,F,Tier 2,Skincare,Lipstick,Social Media,200000,Purchase,750000
564,6,C,F,Tier 5,Skincare,Lotions,Mobile,100000,View,375000
565,6,B,M,Tier 3,Makeup,Foundation,Social Media,100000,Basket Add,750000
566,6,E,M,Tier 2,Makeup,Lotions,B&M,200000,Basket Add,100000
567,6,E,M,Tier 5,Skincare,Serums,Online,200000,Click,25000
568,6,A,F,Tier 5,Skincare,Lotions,Social Media,375000,Purchase,25000
569,6,A,F,Tier 5,Makeup,Serums,B&M,375000,Purchase,200000
570,6,F,F,Tier 2,Makeup,Foundation,Social Media,25000,View,25000
571,6,B,M,Tier 3,Skincare,Lipstick,Social Media,200000,Purchase,100000
572,6,F,F,Tier 2,Makeup,Lipstick,Online,25000,Click,100000
573,6,D,F,Tier 3,Skincare,Serums,Online,750000,View,25000
574,6,B,F,Tier 5,Makeup,Lipstick,Social Media,200000,Purchase,750000
575,6,E,F,Tier 1,Makeup,Lotions,Mobile,25000,Click,200000
576,6,A,F,Tier 3,Makeup,Lipstick,B&M,375000,Click,200000
577,6,D,F,Tier 4,Skincare,Foundation,B&M,200000,Basket Add,375000
578,6,E,M,Tier 2,Makeup,Foundation,Mobile,375000,Click,750000
579,6,D,M,Tier 5,Skincare,Lipstick,Online,200000,Click,100000
580,6,D,M,Tier 3,Makeup,Lipstick,B&M,100000,View,100000
581,6,F,F,Tier 5,Skincare,Lotions,Social Media,100000,Click,375000
582,6,D,M,Tier 5,Makeup,Foundation,B&M,750000,Click,750000
583,6,A,F,Tier 3,Skincare,Serums,Social Media,200000,Purchase,375000
584,6,C,M,Tier 2,Skincare,Serums,Online,750000,View,100000
585,6,A,F,Tier 2,Makeup,Lotions,B&M,375000,Click,100000
586,6,D,F,Tier 4,Makeup,Serums,Online,100000,Basket Add,200000
587,6,D,F,Tier 5,Skincare,Foundation,Online,750000,Click,200000
588,6,D,M,Tier 1,Makeup,Lotions,Mobile,375000,View,100000
589,6,D,F,Tier 5,Skincare,Serums,B&M,375000,Purchase,25000
590,6,B,F,Tier 1,Makeup,Foundation,Social Media,200000,View,200000
591,6,B,M,Tier 4,Skincare,Serums,Social Media,375000,Basket Add,100000
592,6,E,M,Tier 4,Skincare,Lipstick,Social Media,375000,Purchase,375000
593,6,B,F,Tier 1,Skincare,Foundation,Mobile,100000,Click,375000
594,6,F,F,Tier 5,Skincare,Lotions,Social Media,750000,View,200000
595,6,E,M,Tier 4,Makeup,Lotions,Online,375000,Basket Add,375000
596,6,B,F,Tier 5,Skincare,Lotions,B&M,25000,Click,375000
597,6,C,M,Tier 4,Skincare,Foundation,Online,200000,Click,375000
598,6,C,F,Tier 4,Makeup,Foundation,Online,750000,Basket Add,200000
599,6,F,F,Tier 5,Makeup,Foundation,Mobile,200000,Basket Add,375000
600,7,A,M,Tier 2,Skincare,Lotions,Mobile,25000,Purchase,100000
601,7,B,F,Tier 5,Skincare,Foundation,Online,750000,View,200000
602,7,D,M,Tier 1,Makeup,Lotions,Mobile,25000,View,375000
603,7,A,M,Tier 1,Makeup,Foundation,Mobile,100000,Basket Add,750000
604,7,E,F,Tier 1,Makeup,Foundation,Social Media,25000,Basket Add,100000
605,7,C,F,Tier 1,Skincare,Lotions,Mobile,25000,Click,750000
606,7,E,M,Tier 5,Makeup,Foundation,Social Media,750000,Purchase,100000
607,7,E,M,Tier 3,Skincare,Foundation,B&M,200000,Purchase,200000
608,7,E,M,Tier 2,Skincare,Lipstick,Mobile,750000,View,375000
609,7,E,M,Tier 5,Makeup,Lipstick,Online,25000,Basket Add,100000
610,7,A,M,Tier 5,Makeup,Lotions,Social Media,750000,Basket Add,25000
611,7,E,F,Tier 1,Skincare,Foundation,Mobile,750000,Click,750000
612,7,E,M,Tier 2,Makeup,Lotions,Social Media,750000,Basket Add,25000
613,7,D,F,Tier 2,Makeup,Lipstick,Online,100000,Basket Add,100000
614,7,D,F,Tier 3,Skincare,Serums,Online,200000,Purchase,375000
615,7,B,F,Tier 5,Makeup,Serums,B&M,750000,Purchase,200000
616,7,D,F,Tier 5,Skincare,Foundation,Mobile,200000,Basket Add,25000
617,7,B,M,Tier 5,Makeup,Foundation,Mobile,375000,Basket Add,100000
618,7,E,F,Tier 2,Makeup,Lipstick,Online,750000,Purchase,100000
619,7,A,M,Tier 5,Makeup,Lipstick,B&M,200000,Basket Add,200000
620,7,D,M,Tier 2,Makeup,Serums,Online,375000,Basket Add,375000
621,7,D,M,Tier 4,Makeup,Foundation,Online,750000,View,100000
622,7,A,F,Tier 4,Skincare,Serums,B&M,200000,View,375000
623,7,A,F,Tier 1,Skincare,Lotions,B&M,200000,View,375000
624,7,D,F,Tier 4,Skincare,Serums,Social Media,750000,Click,375000
625,7,A,F,Tier 5,Makeup,Lotions,Mobile,100000,Purchase,25000
626,7,A,F,Tier 4,Skincare,Serums,Social Media,25000,View,200000
627,7,B,M,Tier 5,Skincare,Foundation,Mobile,25000,Purchase,200000
628,7,A,M,Tier 4,Skincare,Lotions,Mobile,375000,Click,100000
629,7,A,M,Tier 3,Skincare,Foundation,Social Media,25000,View,200000
630,7,B,M,Tier 5,Makeup,Serums,B&M,25000,Basket Add,100000
631,7,A,M,Tier 1,Makeup,Foundation,Social Media,100000,View,100000
632,7,C,M,Tier 1,Skincare,Foundation,B&M,375000,Basket Add,750000
633,7,A,M,Tier 1,Skincare,Lipstick,B&M,100000,View,25000
634,7,A,F,Tier 4,Skincare,Lipstick,Mobile,25000,Basket Add,100000
635,7,F,M,Tier 2,Skincare,Lipstick,Social Media,25000,Basket Add,750000
636,7,A,F,Tier 4,Makeup,Serums,Online,100000,Purchase,375000
637,7,B,M,Tier 3,Makeup,Serums,Online,750000,View,25000
638,7,D,F,Tier 2,Makeup,Foundation,Online,100000,Purchase,100000
639,7,E,F,Tier 1,Skincare,Foundation,Social Media,25000,Click,25000
640,7,A,M,Tier 2,Makeup,Serums,B&M,375000,Click,100000
641,7,F,F,Tier 5,Makeup,Foundation,Mobile,375000,Click,200000
642,7,D,F,Tier 4,Skincare,Lipstick,Online,750000,Purchase,100000
643,7,D,M,Tier 3,Makeup,Lotions,B&M,100000,View,25000
644,7,B,F,Tier 3,Makeup,Lipstick,Online,750000,View,25000
645,7,D,F,Tier 2,Makeup,Lipstick,Mobile,25000,View,750000
646,7,D,F,Tier 5,Makeup,Serums,B&M,200000,View,200000
647,7,F,M,Tier 4,Skincare,Foundation,B&M,200000,Click,100000
648,7,C,M,Tier 5,Makeup,Lipstick,Mobile,25000,Click,200000
649,7,D,F,Tier 2,Skincare,Lotions,Mobile,375000,Basket Add,25000
650,7,C,F,Tier 4,Skincare,Foundation,Online,750000,Purchase,25000
651,7,E,F,Tier 3,Makeup,Serums,Online,750000,Basket Add,375000
652,7,F,F,Tier 3,Makeup,Lotions,Mobile,200000,Purchase,25000
653,7,E,M,Tier 5,Skincare,Lipstick,B&M,375000,Basket Add,25000
654,7,F,F,Tier 3,Skincare,Serums,Online,25000,View,200000
655,7,C,F,Tier 1,Skincare,Lotions,Online,25000,View,200000
656,7,B,F,Tier 1,Makeup,Lotions,Online,25000,Click,25000
657,7,E,M,Tier 4,Skincare,Foundation,Mobile,200000,Basket Add,750000
658,7,F,F,Tier 5,Skincare,Lipstick,Social Media,375000,View,100000
659,7,A,F,Tier 1,Makeup,Serums,Online,100000,Click,200000
660,7,B,M,Tier 4,Makeup,Lotions,Online,750000,View,375000
661,7,F,M,Tier 2,Makeup,Lipstick,Online,750000,Click,200000
662,7,E,F,Tier 4,Makeup,Lipstick,Mobile,25000,Purchase,200000
663,7,E,F,Tier 5,Makeup,Foundation,Mobile,375000,View,750000
664,7,D,M,Tier 2,Skincare,Serums,Social Media,25000,Purchase,200000
665,7,D,M,Tier 2,Skincare,Lotions,Mobile,375000,Basket Add,375000
666,7,D,F,Tier 2,Skincare,Lotions,Mobile,25000,Click,100000
667,7,B,M,Tier 3,Skincare,Foundation,Social Media,375000,Basket Add,200000
668,7,C,M,Tier 2,Makeup,Lipstick,Online,375000,Purchase,200000
669,7,B,M,Tier 3,Skincare,Foundation,Mobile,375000,Basket Add,750000
670,7,B,F,Tier 4,Makeup,Serums,Online,100000,View,25000
671,7,A,M,Tier 5,Makeup,Serums,Social Media,750000,Purchase,25000
672,7,D,F,Tier 4,Makeup,Foundation,Mobile,100000,Click,100000
673,7,F,M,Tier 2,Skincare,Lotions,Social Media,100000,Click,100000
674,7,E,M,Tier 1,Makeup,Lotions,Social Media,25000,Purchase,100000
675,7,B,M,Tier 5,Makeup,Serums,B&M,750000,Purchase,100000
676,7,F,M,Tier 1,Skincare,Lipstick,B&M,375000,Purchase,25000
677,7,D,M,Tier 3,Makeup,Lipstick,Mobile,200000,Purchase,100000
678,7,E,F,Tier 2,Skincare,Serums,Online,200000,Click,25000
679,7,A,M,Tier 1,Skincare,Lotions,B&M,375000,Click,100000
680,7,C,M,Tier 2,Makeup,Lipstick,B&M,750000,Purchase,750000
681,7,F,M,Tier 5,Skincare,Serums,Mobile,25000,View,100000
682,7,E,M,Tier 5,Makeup,Serums,Mobile,200000,Click,375000
683,7,E,F,Tier 5,Skincare,Lipstick,Online,25000,Basket Add,750000
684,7,D,F,Tier 5,Makeup,Lotions,Online,25000,View,100000
685,7,D,M,Tier 2,Makeup,Lipstick,Social Media,100000,Basket Add,750000
686,7,D,F,Tier 2,Makeup,Foundation,B&M,750000,Click,200000
687,7,D,M,Tier 1,Makeup,Foundation,B&M,375000,View,100000
688,7,D,M,Tier 5,Makeup,Serums,B&M,750000,Click,750000
689,7,C,M,Tier 2,Makeup,Lipstick,Online,750000,View,200000
690,7,D,F,Tier 1,Makeup,Lipstick,B&M,25000,Basket Add,200000
691,7,E,F,Tier 4,Skincare,Lipstick,Mobile,200000,Purchase,200000
692,7,B,M,Tier 4,Skincare,Lotions,Online,25000,Purchase,100000
693,7,A,M,Tier 2,Skincare,Serums,Social Media,750000,Click,750000
694,7,E,F,Tier 3,Skincare,Serums,Online,750000,Purchase,200000
695,7,C,M,Tier 5,Skincare,Lipstick,Online,100000,View,25000
696,7,D,F,Tier 2,Makeup,Serums,Social Media,25000,Click,375000
697,7,C,F,Tier 3,Makeup,Lipstick,Mobile,750000,View,750000
698,7,E,F,Tier 1,Skincare,Lotions,Social Media,25000,Click,25000
699,7,F,F,Tier 1,Skincare,Lotions,B&M,750000,Basket Add,25000
700,8,D,F,Tier 5,Skincare,Lotions,B&M,750000,Basket Add,200000
701,8,B,M,Tier 1,Skincare,Lotions,Social Media,375000,Purchase,25000
702,8,D,F,Tier 3,Makeup,Serums,Mobile,100000,Click,200000
703,8,B,F,Tier 1,Makeup,Serums,Mobile,100000,Click,25000
704,8,C,M,Tier 3,Skincare,Lipstick,Online,25000,View,200000
705,8,E,M,Tier 5,Skincare,Serums,B&M,25000,View,200000
706,8,C,M,Tier 3,Makeup,Lipstick,B&M,750000,View,100000
707,8,C,M,Tier 1,Makeup,Lotions,B&M,100000,Basket Add,750000
708,8,E,M,Tier 2,Skincare,Lipstick,B&M,375000,Click,25000
709,8,A,M,Tier 3,Skincare,Foundation,B&M,100000,Purchase,25000
710,8,B,F,Tier 1,Makeup,Lipstick,Mobile,750000,View,375000
711,8,D,F,Tier 1,Makeup,Serums,Social Media,25000,View,750000
712,8,A,M,Tier 5,Skincare,Lotions,Online,100000,Click,200000
713,8,D,M,Tier 2,Skincare,Foundation,Online,750000,View,100000
714,8,E,M,Tier 2,Makeup,Lipstick,Mobile,25000,Purchase,375000
715,8,D,M,Tier 3,Makeup,Lotions,Mobile,25000,Basket Add,25000
716,8,B,M,Tier 3,Makeup,Lipstick,Mobile,750000,Basket Add,200000
717,8,D,M,Tier 4,Skincare,Lotions,Mobile,375000,View,25000
718,8,D,F,Tier 4,Makeup,Lipstick,B&M,100000,Click,25000
719,8,A,F,Tier 2,Makeup,Lotions,Online,200000,Purchase,100000
720,8,B,F,Tier 1,Makeup,Lipstick,B&M,375000,View,100000
721,8,F,M,Tier 3,Skincare,Foundation,B&M,375000,View,375000
722,8,F,M,Tier 3,Skincare,Lotions,Social Media,200000,Purchase,25000
723,8,D,M,Tier 5,Makeup,Serums,B&M,375000,Click,100000
724,8,B,F,Tier 1,Skincare,Serums,B&M,750000,Click,750000
725,8,D,F,Tier 3,Skincare,Lipstick,Social Media,750000,Purchase,200000
726,8,B,M,Tier 5,Makeup,Lotions,Social Media,100000,View,750000
